ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
2952	3464	SHORE OF LAKE	part	  Ufer;   Hügel; Hafen;   a pálya oldalvonala	  Ufer	Ufer-6
2959	1645	SHORT	rövid	 kurz;   wenig;  Gedächtnis〉;   kurzgefaßt;  bündig;  Soße〉; von geringer Länge;   von kurzer Zeitdauer;   schwächer als normal 〈Vernunft;   dickflüssig 〈Suppe;   hochprozentig 〈alkoholisches Getränk〉	 kurz	kurz-5
2963	1482	SHOULDER	váll	  Schutz;  Mieder;   Leibchen;  Achsel; Schulter;  Schulterstück;  Schulterstück eines Kleides	Schulter	Schulter-2
2972	715	SHOUT	kiált	schreien;   schreien;  rufen;  rufen 〈gewisse Art von Vögeln〉;   zu etw ausrufen;   jmdm etw Schlechtes nachsagen;   grell sein 〈Farbe〉	schreien	schreien-9
2978	715	SHOUT	ordít	 schreien;  brüllen; heulen;   Heulen;  Brüllen	 schreien	schreien-15
2991	1901	SHOVEL	lapát	Schaufel;   Riemenblatt;  Ruderschaufel;   Schaufel 〈vom Wasserrad usw〉	Schaufel	Schaufel-1
2995	1046	SHUT	csuk	einsperren;    schließen	   schließen	schlieen-1
2996	1847	SICK	beteg	Kranke; Kranke;   krank;   krank;   erkranken;   erkranken;   krank sein;   krank sein;   Erkrankung;   Erkrankung	  krank	krank-1
3007	682	SIDE	oldal	  Seite;   Nähe;  Abhang;   seitlich; Seite eines Terraingebildes;   Körperseite;  Fläche von etw;  Wand eines Baues;  Grenzfläche;   seitlicher Teil eines Raumes;  Seitenrichtung;   eine Hälfte;   eine Seite eines blattförmigen Gegenstandes;  Buchseite;   bestimmte Eigenschaft;   Rippenfleisch;   von der Seite beikommen	  Seite	Seite-2
3012	1720	SIGN	jel	  Bewerber; Zeichen;   Schriftzeichen;   Symbol;  Abzeichen;   Kennzeichen;   Äußerung;   Sternbild;  Karte;   Billett;  Symptom;   etw bezeichnende;  markierende Sache;  Signatur;   Vorzeichen;   Denkmal;   Zeichen 〈Art Wunder〉;   Suffix in der ungarischen Grammatik 〈mitAusnahme der Ablei-tungs- und Kasussuffixe〉;   Attribut	Zeichen	Zeichen-3
3027	759	SILVER	ezüst	Silber;   Silbermünze;   Silberzeug	Silber	Silber-1
3028	2971	SIN	bűn	Sünde;   Gesetzesbruch;   Fehler;  Mangel;   sünden;   sünden;   versündigen	Sünde	Sunde-1
3048	1263	SISTER	húg	 Nonne; 〈als liebkosende Anrede an eine  Frau〉;   Schwester;   Nichte;   Klosterfrau;   jüngere Schwester	  Schwester	Schwester-1
3049	1263	SISTER	nővér	  Nonne;  Schwester;   Krankenschwester	 Schwester	Schwester-2
3050	1416	SIT	ül¹	 Herrschaft;  Beratung;   in Zorn geraten;   wohnen;   sich befinden;   verweilen;   pflanzen;  bedecken;  Antwort〉;   Wohnsitz;   anreizen;  sich empören;   stiften;   sich setzen;   Stuhl; sitzen;  besetzt halten;   Besitzung;  Amt antreten;  sich ruhig verhalten;   auf den Eiern sitzen;  liegen 〈Ortschaft〉;   lasten;   im Kerker sitzen;   sorgsam bewahren;  auf einem Buch;  auf seinem Geld usw sitzen;   einsteigen 〈in ein Fahrzeug〉;   beschwindelt werden;   Sitzung abhalten;   treffen 〈Anspielung;   Sitzen;   Sitzen;   Besetzung 〈durch Truppen〉;   Sitzung;   jmdm einen Sitz anbieten;   eine Henne setzen;   sich plötzlich aufrichten;   hereinlegen 〈abstr〉	sitzen	sitzen-1
3055	1649	SIT DOWN	ül¹	 Herrschaft;  Beratung;   in Zorn geraten;   wohnen;   sich befinden;   verweilen;   pflanzen;  bedecken;  Antwort〉;   Wohnsitz;   anreizen;  sich empören;   stiften;   sich setzen;   Stuhl; sitzen;  besetzt halten;   Besitzung;  Amt antreten;  sich ruhig verhalten;   auf den Eiern sitzen;  liegen 〈Ortschaft〉;   lasten;   im Kerker sitzen;   sorgsam bewahren;  auf einem Buch;  auf seinem Geld usw sitzen;   einsteigen 〈in ein Fahrzeug〉;   beschwindelt werden;   Sitzung abhalten;   treffen 〈Anspielung;   Sitzen;   Sitzen;   Besetzung 〈durch Truppen〉;   Sitzung;   jmdm einen Sitz anbieten;   eine Henne setzen;   sich plötzlich aufrichten;   hereinlegen 〈abstr〉	  sich setzen	sichsetzen-2
3056	1703	SIX	hat²	sechs;   sechster;   Sechstel;   Sexte 〈Musik〉	sechs	sechs-1
3057	1718	SIXTY	hatvan	sechzig	sechzig	sechzig-1
3061	763	SKIN	bőr	Leder;   Haut;  Fell;   Fruchthülle;   Haut 〈auf der Milch〉;   Haut 〈auf der Milch〉;   Weib 〈in sexueller Beziehung〉;   Ball 〈im Fußball〉	  Haut	Haut-1
3067	2373	SKIN (OF FRUIT)	héj	 Schale;   Dach;   Dach;   Augenlid; Rinde;   Bettüberzug;   Schuppe;   Dach decken	 Schale	Schale-3
3068	1732	SKY	ég²	  Luft; Himmel;   Himmelreich;   Hauch	Himmel	Himmel-1
3071	2952	SLAB	lap	 Karte;   Fläche 〈Geom〉; flache Klinge 〈Säbel〉;  Fläche 〈Messer〉;   flache Seite;   Seite 〈Buch〉;   Blatt;   Niederung;   Zeitung;   Platte	  Platte	Platte-1
3072	2952	SLAB	lemez	  Platte; Pflugschar;   Schallplatte	  Platte	Platte-2
3077	16	SLED	szán²	Schlitten;   Schlitten;   Schrotbaum;   Schrotbaum;  Schrotleiter zum Fortrollen von Fässern;   gleitender Maschinenteil	Schlitten	Schlitten-4
3079	1585	SLEEP	alszik	schlafen;   ist gestorben;   erlöschen;   gerinnen;   einschläfern;   unauslöschlich 	schlafen	schlafen-1
3086	2972	SLEEP (STATE)	álom	Traum;   Schlaf;   Einschlafen 	  Schlaf	Schlaf-1
3088	2953	SLEEVE	ujj²	  Wams; Ärmel	Ärmel	Armel-1
3105	1246	SMALL	kicsi	klein;   klein;  gering;   wenig;  geliebt;   lieb;   Kleinkind;   das Junge	klein	klein-9
3107	1246	SMALL	kis	klein;  minderwertig;  gering;   unbedeutend;   jung;   wenig;  geliebt;   lieb	klein	klein-11
3121	778	SMOKE (EXHAUST)	füst	  Ahnung;  Hausleute;   Dampf;  Geruch;   Hochmut; Hausherd;   Rauch;  Dunst;   Erdrauch;   Erdrauch ;   Wohnort;   Blattgold;   Räucherwerk;  Riechware;  Dunst 〈von etw〉	  Rauch	Rauch-1
3126	1234	SMOOTH	sima	 falsch; tückisch;   kahl;   angenehm;   glatt;  glatt;   einfach;  unverziert;  mild;   eben;   schlüpfrig;  gewinnend;  einschmeichelnd;   klumpenlos 〈gewöhnlich breiiger od pulverartiger Stoff〉;   einfarbig;   glatt 〈Masche beim Stricken〉	  glatt	glatt-5
3128	730	SNAKE	kígyó	Schlange;   schlangenförmiges Ding;   falsche;  böswillige Person	Schlange	Schlange-1
3130	784	SNOW	hó¹	Schnee;   Schneeberg	Schnee	Schnee-1
3135	1856	SOFT	lágy	  träge;   sanft;  fein;   mild;   lau; weich;   flaumweich;  zärtlich;   wäßrig;   von niedrigem Schmelzpunkt 〈Metall〉;   weich 〈Wasser〉;   palatalisiert 〈Laut〉;   Moll- 〈Tonart〉;   zerfließend;   Hirnblatt	  sanft	sanft-5
3142	1856	SOFT	puha	 schwach;   weich;  verweichlicht; verwöhnt;   samtartig;  seidig;  dem Druck leicht nachgebend;  von loser Struktur 〈Stoff〉	  weich	weich-4
3144	1856	SOFT	torha ×	weich;  schlaff;  zerbrechlich;   morsch;  bröckelig	weich	weich-6
3148	3003	SOLID	kemény	  hart;   hart;  grob;   fest;   wild;  stramm;  barsch;   Stärke;  steif;  schwierig;   streng; schwer zu ertragen;  unbarmherzig;  schonungslos;   rauh 〈Wetter〉;   hoch eingeschätzt;   stimmlos 〈Konsonant〉;   an mineralischen Salzen reich;  hart 〈Wasser〉;   Dur- 〈Tonleiter〉;   grausam sein;   hart werden	  fest	fest-4
3151	3003	SOLID	szilárd	 hart; fest;   fest;  Ordnung;   standhaft;  feststehend;  stabil;  ausdauernd;   ernsthaft;  inhaltsvoll;  unerschütterlich 〈Macht;  Preise usw〉	fest	fest-7
3161	1620	SON	fiú	 Fach;  Zelle;   Knabe;   Geringfügigkeit;  Bursche;   das Junge eines Tieres; Sohn;   Nachkomme;   aus einer Gegend;  Stadt usw gebürtige Person;   〈als Anrede unabhängig vom Geschlecht des Angeredeten〉;   Schublade;   Söhnchen;   brüten;   präfizieren;  fiadzik	Sohn	Sohn-1
3162	1096	SONG	dal	  Melodie; Lied;   Vogelsang;   Art lyrisches Gedicht	Lied	Lied-1
3163	1096	SONG	ének	Lied;   Vogelsang;  Gesang;   Gesang;   Singen;   singbare Dichtung;  Gesang in einem Dichtwerk;   zum Besingen würdig	Lied	Lied-2
3169	703	SOON	hamar	schnell;   schnell;   schnell;  plötzlich;  in kurzer Zeit erfolgend;   in kurzer Zeit;  bald;  rasch;   früh;   eher;   eher;   Wettbewerb	 bald	bald-1
3173	2879	SOUND (OF INSTRUMENT OR VOICE)	cseng	klingen;   sich kümmerlich fortbringen;   Klingel;  Glocke	klingen	klingen-1
3174	2879	SOUND (OF INSTRUMENT OR VOICE)	cseng-bong	klingen;  tönen;   vegetieren;  siechen	klingen	klingen-2
3175	1811	SOUND OR NOISE	hang	Ton;   Ton;  Ton;  Wort;   Sprachlaut;  Musik;  Schall;  Schall;   Gesang;  Klang;  Klang;  Stimme;  Stimme;  Laut;  Laut;   Redeweise;  Sprechweise;   Vokal 	 Laut	Laut-1
3178	1547	SOUP	leves	Suppe	Suppe	Suppe-2
3181	1906	SOUR	savanyú	  scharf; sauer;   Säure;   sauertöpfisch 〈Mensch〉;  unbehaglich;  ungemütlich 〈Sache〉;  beißend 〈Geruch〉	sauer	sauer-3
3182	1595	SOUTH	dél	Mittag;   Süden;   Mittag des Lebens;  der Laufbahn;   Tageslicht;  Öffentlichkeit;   Mittagessen;   Mittagrast halten	  Süden	Suden-1
3184	3006	SPACE (AVAILABLE)	hely	 stellen;  stellen;   Stelle; Gruntück;   Behörde;   Ort;   Ort;  Stelle 〈in einem Text〉;  Platz 〈Reihenfolge〉;   Lage;   Platz;  Raum;   Rechtsgrund;   stellung;   setzen;   setzen	  Platz	Platz-1
3189	1176	SPADE	ás	  Grube; graben;   Gräber;   Spaten;   Ausgegrabenes	  Spaten	Spaten-1
3191	518	SPARK	szikra	  kleine Menge; Funke;  winzige Spur	Funke	Funke-2
3195	1623	SPEAK	mond	 behaupten;  Ausdruck;  nennen; sagen;  Ausdrucksweise;  sprechen;   Thema;  Stoff 〈einer Erzählung;  eines Vortrags〉;   Spruch;   Spruch;   Spruch;   Sagen	 sprechen	sprechen-1
3200	1115	SPEECH	beszéd	Rede; Rede;   Wort;   Wort;   Märchen;   Märchen	Rede	Rede-2
3209	843	SPIDER	pók	  Kerl;  Patron;   Flechsengalle;   spanische Fliege; Spinne;   〈zur Benennung versch Insekten〉;   〈zur Bennenung versch spinnenähnl Gegenstände〉	Spinne	Spinne-1
3211	53	SPIRIT	lélek	 Wesen;   Lebewesen; Seele;   Mensch;   Leben;  Fähigkeit;  gefühllos;   Kraft;  Dunst;   Geist;   Geist;  Herz;   Gemüt;   erbarmungslos;   Atem;   Atem;  Psyche;   Gewissen;  Selbstbewußtsein;   Mut;   meine Liebe;  mein Lieber 〈als Anrede〉;   begeistert;   beseelen;   ermutigen;   bewegungslos;   Innerliches;  Vertrauliches besprechen	  Geist	Geist-2
3217	53	SPIRIT	szellem	  Wesen;   Gespenst;   Witz; Geist;  Esprit;   Mentalität;   Windhauch;  Sinngehalt;   Behauchung;  Aspiration;  Scharfsinn	Geist	Geist-8
3219	569	SPOIL (BECOME SPOILED)	rohad	faulen;   siechen;  Gemeinschaft;  verfallen;   verkommen;  verrotten 〈Gesellschaft;  Institution usw〉	faulen	faulen-2
3220	569	SPOIL (BECOME SPOILED)	romlik	  zugrunde gehen;   erkranken;  -sinken;  sinken;   faulen;  einstürzen;  verschleißen;  dahinschwinden;   abmagern; verfallen;  zusammenbrechen;  modern;  vergehen;  sich abnützen;  verkommen;   Untergang;   sittlich verderben 〈intrans〉;  niedergehen 〈in bezug auf Ansehen;  Macht usw〉;   brechen;  bröckeln 〈intrans〉;   ungünstiger werden;  sich verschlechtern;   an Wert einbüßen;  den Wert verlieren;   sich mühsam herein-;  hinein- bzw heraus-;  hinausschleppen;  Verderben	  faulen	faulen-3
3232	92	SPOIL (SOMEBODY OR SOMETHING)	züllik	  ältern;   zugrunde richten;   lumpen;  abnehmen;  verderben;  zechen;  zerstreuen;   zerstreutwerden;   verkommen;   sich trennen; austrocknen;  vergehen 〈Milch〉;   entwöhnt;  abgestoßen sein;  entrissen werden;   herunterkommen;  verlottern;   vergehen lassen 〈Milch〉	 verderben	verderben-9
3233	92	SPOIL (SOMEBODY OR SOMETHING)	romlik	  zugrunde gehen;   erkranken;  -sinken;  sinken;   faulen;  einstürzen;  verschleißen;  dahinschwinden;   abmagern; verfallen;  zusammenbrechen;  modern;  vergehen;  sich abnützen;  verkommen;   Untergang;   sittlich verderben 〈intrans〉;  niedergehen 〈in bezug auf Ansehen;  Macht usw〉;   brechen;  bröckeln 〈intrans〉;   ungünstiger werden;  sich verschlechtern;   an Wert einbüßen;  den Wert verlieren;   sich mühsam herein-;  hinein- bzw heraus-;  hinausschleppen;  Verderben	 Verderben	Verderben-1
3235	1378	SPOON	kanál	Löffel;   Kelle;   löffelförmiger Gegenstand	Löffel	Loffel-1
3237	38	SPREAD OUT	terít	 Decke;   Decke;   Hülle;   niederfallen;  bedecken; ausbreiten;   ausbreiten;  strecken;   zer-;  sich hinwerfen;  ausstrecken;  starr aushalten;   jmdn zu Boden werfen;  umfallen;  ausstreuen;   den Tisch decken;   das Wild zur Strecke bringen;  den Gegner umlegen;   Spielkarte aufdecken;  aki valamit leterít	ausbreiten	ausbreiten-2
3245	849	SPRING (OF WATER)	kútfő	 Urkunde;   Ursprung; -quelle;   quelle	-quelle	quelle-2
3248	1537	SPRINGTIME	tavasz	  Frühlings-; Frühling;   Sommergetreide;  Frühjahrsaussaat	Frühling	Fruhling-2
3252	1628	SQUIRREL	mókus	Eichhörnchen;  Kerl;   Sonderling;   〈als Anrede an ein schmeichlerisches Kind〉	Eichhörnchen	Eichhornchen-4
3254	1442	STAND	áll¹	  behaupten;   behaupten ; stehen;  sich in einer Lage befinden;   stillstehen;   emporragen;  sich erheben;   bestehen;  existieren;   gelten 〈Wort usw.〉;   aushalten;  ertragen;   in eine Lage;  in einen Zustand kommen;   abhängen;   sich zusammensetzen;  sich offenbaren;   fortdauern;  erhalten bleiben;   wert sein;  kosten;   stellen;   stellen;   Stelle;  Position;   Dienststelle	stehen	stehen-1
3256	570	STAND UP	áll¹	  behaupten;   behaupten ; stehen;  sich in einer Lage befinden;   stillstehen;   emporragen;  sich erheben;   bestehen;  existieren;   gelten 〈Wort usw.〉;   aushalten;  ertragen;   in eine Lage;  in einen Zustand kommen;   abhängen;   sich zusammensetzen;  sich offenbaren;   fortdauern;  erhalten bleiben;   wert sein;  kosten;   stellen;   stellen;   Stelle;  Position;   Dienststelle	 sich erheben	sicherheben-1
3258	570	STAND UP	kel¹	  Ursprung;  wandern;   entstehen;   entstehen;   aufgehen 〈Teig〉;   Datum;  verschwinden; gehen;   verlorengehen;   angreifen;  stammen;  herauskommen;   aufstehen;  erwachen;   aufkeimen;   aus dem Ei schlüpfen;   aufgehen 〈Gestirn〉;   sich aufmachen 〈etw zu tun〉;  sich empören;   wieder zu Kräften kommen;    wurde ausgestellt;  gegeben;   ausgehen 〈Geld;  Vorrat〉;  wachsen 〈Geschwür〉;   nötig sein;   abbauen;  fördern 〈Bergbau〉;   ausbrütten;   Übergangsstelle;   gängig;   auszustellend;  zu fertigend 〈Akte〉;   Gebürh 〈Betrag〉	  aufstehen	aufstehen-1
3259	1430	STAR	csillag	 Symbol;  Abzeichen; Stern;  Gestirn;   Sternchen als Zeichen;   hervorragende Persönlichkeit;   Blesse 〈bei Pferden〉;   Augenlicht;   Fettauge auf der Fleischsuppe;   mein Schatz;   〈zum Ausdruck milden Verdrusses〉	Stern	Stern-1
3262	2955	STATE (POLITICS)	állam	  Substanz; Haltbarkeit;   Staat;   substantiell;   staatlich 	  Staat	Staat-1
3274	713	STEAL	lop	  heimlich;   heimlich; stehlen;   hineinschmuggeln;   plagiieren;   duseln 〈bei der Arbeit〉;  verstohlen;  verstohlen	stehlen	stehlen-10
3281	2065	STEP (VERB)	lép¹	schreiten;  Gehen;  einen Schritt tun;   Schreiten;   Schritt;   Maßnahme;   Zug 〈im Schachspiel〉	schreiten	schreiten-2
3284	1295	STICK	bot	  prügeln;  Herrschaft; Kolben;  Keule;  Stock;  Stab;   Zepter;   Streitkolben;   Aufsicht;  Macht;   Klotz 〈am Brunnenschwengel〉;   Weidenruten schneiden;  die Zweige abschneiden	 Stock	Stock-1
3292	2919	STILL (CONTINUING)	még	noch;   noch;  noch mehr	noch	noch-2
3301	571	STING	szúr	  geschlechtlich verkehren;  stoßen;   verletzen; stechen;   stecken;   kränken;  stechen 〈spitzer od rauher Gegenstand〉;  anschließen;  verletzen 〈abstr〉;   Seitenstechen haben	stechen	stechen-8
3308	1774	STINGY	fösvény	  geizig; habgierig	  geizig	geizig-3
3309	1774	STINGY	fukar	  Kaufmann;   geizig; Steuerpächter;   Geldwechsler;   Geizhals	  geizig	geizig-4
3320	696	STIR	kavar	  umrühren;   umrühren; drehen; drehen;   mischen;   mischen;  aufregen;  aufregen;  mengen;  mengen;   brauen;   brauen;  panschen;  panschen;   erregen;   erregen;  Unruhe verursachen;  Unruhe verursachen;   aufrühren 〈Bodensatz〉;   aufrühren 〈Bodensatz〉	  umrühren	umruhren-3
3333	819	STOMACH	gyomor	Magen;   Inneres 〈der Erge;  der Berge〉	Magen	Magen-7
3339	857	STONE	kő	Stein;   Edelstein;  Gewichtsmaß;   Gewicht;   Stein 〈Med〉;   Blitz;   Hagel;  Steinhagel;   steinigen;   pflastern	Stein	Stein-3
3340	2060	STORY	novella	 Zeitung; Neuigkeit 〈auch als etw zum Lesen〉;  Nachtragsgesetz;    Erzählung	   Erzählung	Erzahlung-1
3341	2060	STORY	rege	  Geschwätz;  Gerede;   Wahnsinn;   Erzählung; wahnwitzige Rede;   alte Sage;  uraltes Lied;   fabelartige Dichtung 〈als Gattung〉;   Romanze	  Erzählung	Erzahlung-2
3344	859	STOVE	katlan	  Brennpunkt;   Brennpunkt;   Dampfkessel;   Dampfkessel;   Ofen;   Ofen; Art Gerät zum Backen; Art Gerät zum Backen;  etwa Backdekkel;  etwa Backdekkel;   tiefes Kochgefäß;   tiefes Kochgefäß;  Kessel;   Kessel;  Kessel;   Kessel;   Kesselherd;   Kesselherd;  Art Feuerstätte;  Art Feuerstätte;  Fokus;  Fokus;   Talkessel;   Talkessel;   Krater eines Vulkans;   Krater eines Vulkans;  Einkesselung 〈im Krieg〉;  Einkesselung 〈im Krieg〉	  Ofen	Ofen-2
3347	859	STOVE	kályha	Kachel;   Ofen	  Ofen	Ofen-5
3355	2973	STRAP	szíj	  Riemen;   Leder-; Streifen;  Seil;   Band	  Riemen	Riemen-4
3356	2858	STREAM (FLOW CONTINUOUSLY)	ár¹  ∆	strömen;  schwellen 	strömen	stromen-1
3368	202	STRENGTH	erő	  Tugend; Kraft;  Stärke;   Heer;  Streitmacht;   Gewalt;  Tüchtigkeit;   Geltung;   Vermögen;   Fort;  erőltettetett	 Stärke	Starke-1
3405	3309	STRIKE (SOMETHING)	csap¹	  lassen; schlagen;  Unterhaltung〉;   Dolch;  stibitzen;   hauen;   streichen 〈Maß〉;   zupfen 〈Wolle〉;  reißen;   schleudern;  hinstoßen;   dringen;   tünchen;   eine andere Richtung einschlagen;   herabschießen auf etw;   schmeicheln;   treiben;   veranstalten 〈Festmahl;  Lärm schlagen;   klauen;   Schlag;   Unglück;   Spur;   gedrückt voll 〈Maß〉;   um sich herumschlagen;   neckisch;   Flattergeist	  hauen	hauen-1
3412	362	STRING	zsineg	Schnur;  Bindfaden	Schnur	Schnur-5
3414	2993	STROKE (OF PEN)	vessző	Rute;   Penis;   Meßstab;   Komma;  Strich;  Gerte	 Strich	Strich-2
3434	1518	STUPID	buta	  dumm;   derb; abwärts gebogen;   stumpf;   stumpf;   schwer;  dicht;   blind;  unberechenbar;   Dummerl	  dumm	dumm-12
3437	1518	STUPID	hülye	 dumm; blöd;   Schwachsinniger	 dumm	dumm-15
3453	2920	SUDDENLY	hirtelen	 plötzlich;  plötzlich;  übereilt; unerwartet;   unerwartet;   heftig	 plötzlich	plotzlich-5
3456	2920	SUDDENLY	rögtön	  sofort;  plötzlich; eilen;  aus dem Stegreif;   in der nächsten Nähe;   sofortig	 plötzlich	plotzlich-8
3457	1342	SUMMER	nyár²	  Landhaus; Sommer;   den Sommer verbringen;   auf Sommerferien sein;   Sommerweide;  Villa	Sommer	Sommer-1
3458	1614	SUMMIT	csúcs	Spitze;   Gipfel;   Wulst;   Zipfel;   Höhepunkt;   Pyramide;   Fortsatz;   Narbe 〈in der Blüte〉	  Gipfel	Gipfel-1
3468	1343	SUN	nap¹	  Tagebuch;   ???; Tag;   Tag;   heller Tag;   Sonne;   Sonnenschein;  besonnte Stelle;   an  Tag;   sonnig;   -tägig;   Tagendienst habende Person;   den Tag von etw bestimmen;  verschieben anmerken;   vertagen;  stunden;   sich sonnen;   am Tage;   am Tage;  der helle Tag;   alltäglich	  Sonne	Sonne-1
3470	1699	SUNDAY	vasárnap	Sonntag;   am Sonntag	Sonntag	Sonntag-2
3480	897	SWALLOW	fecske	Schwalbe;   Schwatzmaul;   Art Spund;   Maurer 〈als spöttische Benennung〉;   Art dreieckige Schwimmhose für Männer	Schwalbe	Schwalbe-1
3481	897	SWALLOW	nyel	 kosten;  Speiseröhre;  aufzehren;   gierig essen;   schmecken;   〈Staub; verschlingen 〈Wasser;  Erde usw〉;  verschlingen;   schlucken;  schlucken;   erlernen;  geistig verdauen;   verschweigen;  hinnehmen 〈Beleidigung〉;  〈mit den Augen〉 verschlingen;  gespannt verfolgen;  Rauch usw〉 einatmen;   schnell aufsagen;  einsaugen 〈zB Fließpapier〉;   Gurgel	  schlucken	schlucken-1
3490	1145	SWAMP	mocsár	Sumpf;   Sündenpfuhl;  Morast	Sumpf	Sumpf-8
3496	1145	SWAMP	posvány	Sumpf;   Sündenpfuhl;  Tümpel	Sumpf	Sumpf-14
3499	2837	SWAN	hattyú	Schwan	Schwan	Schwan-1
3501	573	SWAY	billeg	  schlendern; schwanken;   sich leise schaukeln;  wogen	schwanken	schwanken-1
3504	573	SWAY	inog	 taumeln;   schwanken; wanken;   beweglich;   Sumpf;  sich bewegen;   ins Schwanken geraten;  erschüttert werden;   Mobilien;   unbeweglich;   Immobilien	  schwanken	schwanken-4
3509	230	SWEEP	seper	  prügeln;  hauen;   Person;   hin-;  fort-;  kehren; fegen;  mit- od an sich reißen;  wegfegen;   den Boden streifen 〈Kleid beim Gehen〉;   Besen;  die aufkehrt	fegen	fegen-1
3510	717	SWEET	édes	  ganz;  geliebt; lieb;   ungesalzen;  salzlos;  nicht sauer;   süß;   angenehm;  wonnig;   blutsverwandt;   Süßigkeit;   Süßigkeit;   Liebling 〈bes als Anrede〉;   leiblicher Vater;  leibliche Mutter 〈bes als Anrede〉;   seelische Harmonie;   sich ergötzen;   ergötzen;   Ergötzung	  süß	su-1
3515	1439	SWIM	úszik	schwimmen;   schweben;   voll sein;  in etw schwimmen 〈abstr〉;   mit etw bedeckt sein;   in Schulden geraten;  verlorengehen 〈Geld〉	schwimmen	schwimmen-4
3518	3055	SWINDLE	csal	  scheinheilig;  betrügen; trügen;   locken;   ablisten;   Köder	 betrügen	betrugen-3
3526	2871	SWING (MOVEMENT)	leng	  flattern;   schwingen;  sich hin und her bewegen; wehen;  hauchen 〈Wind〉;   ein kümmerliches Dasein fristen	  schwingen	schwingen-4
3532	2901	SWING (SOMETHING)	lóbál	stoßen;  werfen;   schaukeln;  schwenken	 schwenken	schwenken-1
3533	1775	TABLE	asztal	Tisch;   Verpflegung;  Kost;   viereckige Wune;   Brettergerüst an der Dreschmaschine;  an der Seite des Kornschobers usw.;   Tischler	Tisch	Tisch-1
3534	1220	TAIL	farok	 Ende;   Penis;   Pinsel; Schwanz;  Schweif;  Vogelschwanz;   hinausragender Teil;  Hinterteil von etw;   die letzten Tage;  Ende einer Zeitspanne;   Gefolge;  Geleit;   geschwänzt	Schwanz	Schwanz-1
3539	1749	TAKE	vesz	 gewinnen;  Getränk〉;   erwerben;  eindringen;  betrügen;   Einkommen;   sich einnisten;  nehmen;  Empfang;  Empfang;  führen;  erwägen;  Einnahme;    erscheinen;   entfernen;   anziehen;  bejahen;    bringen;   anerkennen;   Ausnahme;   Ausnahme; zu sich nehmen 〈Speise;  hinnehmen;   erhalten;   kaufen;   auf sich nehmen 〈Auftrag;  Verantwortung usw〉;   jmdn zu sich nehmen;   anfassen;  hochheben;  in Besitz nehmen;  erobern;   begreifen;  an etw teilhaben;    auffassen;  wegmachen;  sich etw umnehmen;  für Wahrheit halten;   umgeben 〈auch abstr〉;   zu etw bewegen;  sich ausnehmen;   Annahme;   Annahme;   gekündigter Betrag;   Aufnahme;   Begreifen;   Subtraktion;   Besonderes;   Käufer	 nehmen	nehmen-5
3546	2190	TASTE	íny	  Rachen;   Geschmack; Gaumen;   Zahnfleisch	  Geschmack	Geschmack-3
3553	21	TASTE (SOMETHING)	kóstol	 kennenlernen; prüfend schmecken;   probieren;   Schmecker;   Kostprobe 〈haupts nach dem Schlachtfes〉	  probieren	probieren-1
3560	709	TEACH	tanít	  Lehrer; lehren	lehren	lehren-1
3567	1651	TEAR (OF EYE)	könny	Träne;   Träne	Träne	Trane-1
3570	1735	TEAR (SHRED)	roncsol	reißen;   quälen;  stopfen;   zerfressen;   pressen;  zerknittern;  zerfleischen;  bröckeln;  zerquetschen;   zerbrechen;  krümeln;  zerrütten	reißen	reien-6
3574	1515	TEN	tíz	  Zehntel;   Korporal; zehn;   milit Einheit von zehn Mann;   milit Einheit von zehn Mann;   aus zehn Einheiten bestehend;   Zehner 〈Geld〉;   zehnte;   Zehent 〈Abgabe〉;   Stadtteil;   aus einem Zehntel bestehend;   durch Zehnerpotenzen teilbar	zehn	zehn-1
3575	1137	TENDON	ín²	  Ranke; Bein;   stark;   Ader;  Rachen;   Seil;   Bogensehne;   Nerv;  Wade;   Sehne;  Flechse;   Muskel;   Gaumen;   flechsig	  Sehne	Sehne-1
3578	78	THAT	az¹	jener;   jener;   auf diejenige Weise	jener	jener-1
3580	78	THAT	az²	der;  die;  das	 das	das-1
3582	2921	THEN	azután	dann;   und dann	dann	dann-1
3593	1937	THERE	ott	dort	dort	dort-3
3610	1244	THICK	vaskos	  dick;   derb;  untersetzt; kräftig;  stark;   sehr groß;   stämmig;  tief 〈Stimme〉;   volltönend;  drastisch;  steif 〈Speise〉	  dick	dick-10
3614	2249	THIN (OF SHAPE OF OBJECT)	vékony	  Lende;   minderwertig;  gering;  schmal; dünn;   schwach;  Auffassung〉;  dürftig;   schlank;   hell;  dünn 〈Speise〉;   luftig;  durchscheinend 〈Stoff〉;   leicht 〈Wein〉;   hoch 〈Stimme〉;  leicht 〈Kopf;   schmalerTeil von etw	dünn	dunn-10
3616	1400	THIN (SLIM)	karcsú	  mager; schlank;   karg	schlank	schlank-2
3622	1400	THIN (SLIM)	vékony	  Lende;   minderwertig;  gering;  schmal; dünn;   schwach;  Auffassung〉;  dürftig;   schlank;   hell;  dünn 〈Speise〉;   luftig;  durchscheinend 〈Stoff〉;   leicht 〈Wein〉;   hoch 〈Stimme〉;  leicht 〈Kopf;   schmalerTeil von etw	  schlank	schlank-8
