sense	year	origin	Concepticon_ID	Concepticon_Gloss
schmutzig, ekelhaft,  faul,  ehrlos, sittenlos,  häßlich, scheußlich,  fehlerhaft,  schlampig,	1468.0	Croatian or Serbian	1230	DIRTY
ekelhaft, schmutzig,  unmoralisch, böse, sündhaft,  häßlich, unschön,  unvorteilhaft, unangenehm,  häßlicher Teil einer Sache, Eiter,  böse Tat,  häßliches Ding,  Häßliches, Unschönes,  häßliche Person,  Hurerei,  Eiter,  beschmutzen,  häßlich werden	1441.0	uncertain	1230	DIRTY
rote Schminke,  Lippenstift	1854.0	German	3093	LIPSTICK
zerquetschen, zerstören,  zerdrücken, verstümmeln	1784.0		681	DESTROY
Schmutz, Schlamm,  Falte,  Pustel, Warze	1792.0	uncertain	25	DIRT
Knospe,  Sproß, Zweiglein,  Kätzchen 〈der Pflanze〉,  Kind, Mensch	1684.0	unknown	683	PERSON
Räude, Krätze,  〈zur Benennung versch Unkräuter bzw Heilpflanzen〉,  reiben, kratzen,  hassen	1519.0		1607	HATE
Schraubstock,  Haken,  Hülse, Kapsel,  Schraubenwinde	1572.0	paronymy	1071	HOOK
Wunde,  Gram, Leid, Beleidigung,  Schaden,  verwundet werden,  verwunden	1138.0		1109	WOUND
schnell, rasch,  sehr schnell	1181.0		1631	FAST
Quelle,  Bach	1086.0	unknown	849	SPRING (OF WATER)
Prügelbank, Strafklotz, Pranger,  Marterholz, Kreuz	1616.0	uncertain	1367	CROSS
Geschäft,   Handel treiben	1832.0		2931	BUSINESS
Hügel, Berg	1055.0	Proto-Finno-Ugric	639	MOUNTAIN
Helfer, Beschützer, Hilfe, Unterstützung,  Aushilfe, Hilfsmittel,  Sekundant,  gehilfe, Geselle,  Hilfe	1181.0		3467	HELP (ASSISTANCE)
Arsch,  unterer Teil,  weibliche Scham	1357.0	Proto-Finno-Ugric	1837	VULVA
〈Lichtschimmer〉 bemerken, erblicken, einen flüchtigen od geheimen Blick auf etw werfen,  im voraus ahnen,  schwach fühlen,  bemerken,  ein wenig sehen,  einen schwachen Schimmer von etw haben,  wittern,  jmdm etw  mitteilen	1518.0		2893	NOTICE (SOMETHING)
seicht, untief,  bescheiden 〈Ausspruch〉,  wenig, klein,  platt,  flach 〈Gefäß〉, oberflächlich 〈Feldbestellung〉,  Furt,  seicht, untief,  ausdruckslos 〈Gesicht〉,  platt	1533.0	paronymy	1246	SMALL
einfach, unverziert,  schlecht, fehlerhaft,  Auswurf, Abschaum,  Ausschußware,  abfällig, brackig	1462.0	loan	1292	BAD
nicht, kein, nicht, auch nicht,  weder . . . noch,  als	1372.0	compound	1240	NOT
Sumpfland, Wiese,  Wasserpflanze, haupts Binse	1244.0	unknown	2819	GRASSLAND
nichts,  kein, nicht das Geringste,  etwas,  wertlos, nichtssagend,  Geringfügigkeit, unbedeutende Person,  Nichts,  Zinkoxid,  Null,  Nichts, Leere,  vernichten,  zunichte werden,  zunichte werden,  Kleinigkeit,  nichtig, ungültig,  Null	1372.0	compound	687	NOTHING
niemand,  jemand,  Niemand	1372.0	compound	3887	NOBODY
Geschwür bekommen,  faulen, verwittern,  gefühllos werden,  leiden,  siechen, schmachten,  schwerlich brennen 〈Heizstoff〉	1508.0		569	SPOIL (BECOME SPOILED)
flink, geschickt, tüchtig,  nicht säumend, willfährig,  fleißig, strebsam,  schnelle Auffassung habend, klug,  munter, wachsam	1220.0	derived word	1310	CLEVER
spinnen, zwirnen, drehen, kehren,  erhaschen,  umrühren 〈Speise〉, kochen,  walken 〈Teig〉,  schnell, flink hinlegen,  etw schnell, mit Kraft tun, schlagen,  wirbeln, wirbelnd fließen,  sich umtun, sich tummeln, weghuschen	1681.0		1631	FAST
Nisse	1246.0	Chuvash	267	NIT
Becher, Pokal,  Gefäß am Förderband, Förderbecher	1381.0	unknown	476	CUP
Pfanne,  Waagschale,  Zündpfanne am Steinschloßgewehr	1395.0	uncertain	31	PAN
verletzen,  beleidigen,  beschädigen,  anritzen, anquetschen,  bebestreiten,  schädigen,   beleidigen	1355.0		1116	DAMAGE
Borste, Stachel des Igels,  Flosse des Fisches,  Pinsel,  emporstehende Spitzen von Zäunen, Schranken, Dämmen usw,  Holznägel zur Befestigung des Rohrdaches, gitterförmig aufgestellte Stängelchen,  Bart 〈Bot〉,  First des Strohdaches	1395.0		3094	PAINTBRUSH
stachelig, borstig,  Schwein	1258.0		1337	PIG
Körperverletzung,  Leber-, Milzgeschwulst,  Schmerz,  Hernie,  ungünstiger Umstand	1553.0		1783	PAIN
eilen,  sich eilen,  Eile haben, keine Bleibe haben,  streben, bereit sein,  vorgehen 〈Uhr〉,  Eile, Schnelle,  eilen,  Eile, Schnelle,  bald	1372.0	Proto-Finno-Ugric	703	SOON
Muster, Schablone	1862.0	German	2988	PATTERN
Schaff,  Krug, Töpfchen	1086.0	loan	270	JUG
Schankwirtin, Hure,  Kebsweib 〈haupts von Priestern〉,  Beschließerin, Hausverwalterin	1418.0	Latin	1610	PROSTITUTE
Hügel, Erhöhung,  Hain, Wald	1075.0	uncertain	420	FOREST
Art Wollstoff,  fest 〈Gewebe, Stoff〉, fein	1230.0	loan	2157	FINE OR THIN
Eigentum, Besitz,  Angehöriger, Eigentümlichkeit,  jmdm als Besitz zugehörig, eigen,  eigenartig, individuell,  ich, du usw selbst 〈als Verstärkungsw〉,  Eigentum,  Eigenart,  besitzend, eigentümerisch,  eigentümlich	1344.0	unknown	1209	I
jmdm Leid antun,  plötzlich Schmerz fühlen, über Schmerz klagen,  schmerzen, auftreten 〈Schmerz, Weh〉,  sich grämen,  über Schmerzen klagen	1754.0		1815	ACHE
Nachen, Wachboot, Kahn,  Fähre,  Einbaum,  von Pferden geschleppter Frachtkahn	1355.0	Wanderwort	3733	FERRY
es tut einem um etw leid,  beklagen,  die Mühe scheuen, übermäßig schonen, sparen,  über Schmerzen klagen,  jmdm etw mißgönnen,  bedauern, bemitleiden,  jmdm gönnen, zukommen lassen	1595.0		1875	REGRET
schmerzhaft, klagevoll,  bedauerlich,  verloren,  sündhaft, strafbar,  leider	1750.0		1129	PAINFUL
Käse,  Molke,  käseförmig zubereitete Speise aus Obst od Fleisch	1368.0	Alanic	1569	CHEESE
Schal	1800.0	German	2771	SHAWL
in die Hände klatschen, jauchzen 〈vor Freude〉, applaudieren,  hin und her schlagen, zappeln, herumfuchteln,  schlagen, prügeln	1693.0	onomatopoetic	3308	STRIKE (SOMEONE)
Hose, haupts Pluderhose, Beinbekleidung,  kurze  Überhose,  schußlig, närrisch	1585.0	Wanderwort	809	TROUSERS
lied	1854.0	German	1096	SONG
quälen,  abtöten,  schmerzlich,  kümmerlich,  sehr streng,  rauh 〈Witterung, Jahreszei〉,  sauer, scharf,  verhutzelt,  schwere Lage	1506.0		1906	SOUR
quälen	1770.0	derived word	1952	TORTURE
erbleichen,  abnehmen, abmagern	1785.0		2864	DECREASE
Mütze, Kappe,  Ver-schluß, rundliche Schutzkappe von etw	1469.0	Slavic	1288	CAP
schlammiger Fluß, Sumpf, Morast,  nasse, aufgeweichte Erde, Kot,  Lehm,  Exkrement,  Schlacke	1055.0		1399	CLAY
gelb,  blond,  Gelbsucht,  Galle,  Cholera	1055.0	Chuvash	1424	YELLOW
jäten, Gras reuten,  abschneiden, abkratzen 〈zB Fleisch vom Knochen〉	1831.0		3548	PULL UP WEEDS
Steuer auferlegen, eintreiben, plündern,  Steuer, Lösegeld zahlen,  Vertrag, Abkommen schließen,  jmdm etw abdringen, abkriegen,  quälen, peinigen, schimpfen	1542.0		1952	TORTURE
blaß 〈Gesicht, Haut〉, blond, gelb,  braun, bräunlich od rötlich, aber ohne schwarze Mähne und schwarzen Schweif 〈Pferd〉,  blaß 〈Neid〉,  Gelber,  Goldmünze,  das Gelbe von etw, zB Eidotter,  blasse Gesichtsfarbe,  goldbraunes Pferd	1360.0		1424	YELLOW
jmdm keine Ruhe lassen, über jmdn herfallen, jmdm auf der Spur folgen,  antreiben, anspornen,  flüchten,  nach einer Sache streben,  nachforschen, erforschen	1456.0	derived word	1615	ESCAPE
Art Schlange, Krokodil,  Art Seefisch,  Drache 〈Fabeltier〉,  Flintenhahn,  Drache 〈Fluggerät, Spielzeug〉,  Hausdrache,  feuriges Pferd,  Tragband des Ankerseiles	1193.0	Chuvash	1857	CROCODILE
Sichel,  Winzermesser,  sichelförmiges Gebilde	1018.0	Chuvash	341	SICKLE
Amt, Würde,  Last, Ladung,  Sturm, Angriff,  militärischer Dienstgrad, Dienstabzeichen,  Soldat mit Dienstgrad 〈haupts Unteroffizier〉	1729.0	loan	858	STORM
Adler,  eingekerbter Balken, Kerbe,  Splint, Haken,  Nagel	1213.0	uncertain	1905	EAGLE
heuschrecke 	1365.0	unknown	810	LOCUST
glitschrig, schlüpfrig,  eben,  platt, glatt,  gangbar,  Schicht, Überzug,  Ebene, Flachland,  Ebene als geometrische Form,  Kampfplatz	1351.0	uncertain	1234	SMOOTH
Schachtelhalm,  Scheuer-, ein Gerät zum Scheuern,  Reibprügel, Glättholz,  Mangelrolle,  glatt 〈Haar〉, steif, strack 〈Borste〉,  glatt, schlüpfrig	1279.0		1234	SMOOTH
Feldweg, Pfad,  enge Gasse,  von Bäumen eingefaßter Weg, Schneise	1356.0	Latin	2252	PATH
Gerät, das die Ziehstange mit dem Pflugkarren, mit der Egge od mit der Deichsel verbindet,  Pfeife,  Litzenhäuschen, Litzenring,  Kloben, der die Brücke der Mühle zusammenhält,  Rolle im Aufzug,  Schraubstock	1469.0	derived word	3107	WHISTLE (INSTRUMENT)
Lehm, klebrige Komponente des Bodens,  glatte, klebrige, schleimige Substanz,  Kleber,  klebrig, schleimig,  nicht klebrig, nicht schleimig	1415.0		1399	CLAY
vernichten,  verbergen, verschwinden lassen,  unterschlagen,  glatt, schlüpfrig machen	1659.0		1234	SMOOTH
schreien, kreischen,  brausen, pfeifen 〈Wind〉,  schrillen 〈Instrument, Instrumentalmusik〉,  schreien 〈Farbe〉	1444.0		2876	ROAR (OF SEA)
etw in etw hineinlesen, jmdm etw andichten 〈als schwacher Leser〉,  buchstabierend, angestrengt lesen, schwer Leserliches lesen,  studieren, besprechen, schmökern,  buchstabierend, silbenweise schreiben	1570.0	loan	1929	STUDY
gering schlecht, wertlos,  zerschlissen, abgetragen,  niederträchtig, charakterlos 〈Person〉,  zurückgeblieben, verkümmert,  unfruchtbar 〈Boden, Acker〉,  elend, ärmlich, dürftig 〈Leben, Zustand〉,  unfruchtbarer, unbrauchbarer Boden, Acker	1763.0	derived word	212	FIELD
Wache, Wacht,   Wachtposten	1647.0	loan	1940	GUARD
tückisch, falsch, gewinnend, einschmeichelnd,  glatt,  kahl,  angenehm, mild,  klumpenlos 〈gewöhnlich breiiger od pulverartiger Stoff〉,  schlüpfrig,  eben,  einfarbig, unverziert,  einfach, glatt,  glatt 〈Masche beim Stricken〉	1138.0		1234	SMOOTH
glatt werden,  kahl werden,  sich anpassen,  sich an jmdn anschmiegen,  sich fortmachen,  ausrutschen, gleiten	1604.0		1324	SLIP
verschwinden lassen,  vereiteln, verderben,  um etw betteln,  sich schmeichelnd herumschleichen	1661.0	Latin	92	SPOIL (SOMEBODY OR SOMETHING)
pfeife,  Rohr,  Kaminrohr, Schornstein,  Pfeifer,  Fistel	1138.0		3107	WHISTLE (INSTRUMENT)
Häscher, Scherge, Jäger	1587.0	unknown	1053	HUNTER
weinen,  jammern, anflehen,  wehmutsvoll tönen, Schmerzen ausdrücken 〈Musikinstrument, Musikstück, Gedicht〉,  brausen, pfeifen 〈Wind〉,  knarren,  heulen, winseln 〈Tier〉, schreien, kreischen 〈Vogel〉,  zischen 〈Wasser, feuchtes Holz usw〉	1553.0	onomatopoetic	1839	CRY
Grab, Grabhügel	1055.0	uncertain	1773	GRAVE
Möwe	1791.0	derived word	950	SEAGULL
wüst, öde 〈Gegend〉,  freudlos, leer,  gemein, unedel,  apathisch,  rauh, kalt 〈Wetter, Wind〉,  unbarmherzig,  Öde, Wüste	1843.0	internal	1624	EMPTY
wild, barbarisch, ungebildet 〈Person, Menschengruppe〉,  wüst, unfruchtbar 〈Gegend〉,  unwirtlich, schrecklich,  brausend, kalt 〈Wind〉,  ganz, lauter,  gering,  Wüste, Öde,  Flugsand	1422.0	derived word	2277	WHOLE
pur, ungemischt, ganz, lauter,  öde, wüst	1791.0	derived word	2277	WHOLE
Skorpion,  Art Eidechse,  Art Fisch: Meerskorpion, Drachenkopf	1519.0	Latin	1538	SCORPION
Skorpion,  Peitsche als Foltergerät,  Salzkraut	1395.0	Latin	1538	SCORPION
Schottländer,  Geizhals, Knauserer,  schottisch,  geizig, knauserig	1590.0	Latin	1774	STINGY
faul, träge,  schlampig 〈haupts Frau〉, zerlumpt	1875.0		1564	LAZY
Zug, Einsaugen beim Rauchen,  Schluck, Trünkchen	1917.0	German	900	TRAIN
Taille,  Ende, Schluß 〈als Präd〉,  Schlußstein,  Art Schweinefleisch zwischen Rippenstück und Keule	1901.0	German	743	END (OF TIME)
Schmuck	1621.0	loan	917	ORNAMENT
stramm,  wagemutig, tollkühn	1893.0	German	3053	TIGHT
Spaßmacher, Possenreißer,  heimtückisch, schlau	1456.0		1310	CLEVER
Schulter, schinken,  Rippenfleisch	1422.0	loan	1482	SHOULDER
Schotter,  Redefluß, Umschweife, Lüge	1781.0	loan	2826	LIE (FALSEHOOD)
Verwandter 〈haupts durch Heirat〉,  Schwager,  Kamerad, Kumpan 〈als gemütliche Anrede〉,  Deutscher, Österreicher,  Vater des einen. Ehepartners 〈für die Eltern des anderen〉,  Ehemann der Tante	1450.0	loan	2314	BROTHER-IN-LAW
niemals,  je	1372.0	compound	1656	NEVER
seufzen,  stöhnen, leiden,  wünschen, sich sehnen,	1577.0		716	GROAN
arm, geldlos 〈Person〉,  leer 〈Tasche, Geldbörse〉,  knauserig, geizig	1862.0	uncertain	1674	POOR
viel,  lang 〈Zeit usw〉,  Dorf,  Menge, Unzahl,  Menge,  hochgradig,  vermehren,  multiplizieren,  vervielfältigen,  multiplizieren,  lange	1138.0	Proto-Finno-Ugric	930	VILLAGE
schlagen,  sich abschälen,  sich abschälen,  sich abschälen,  abschälen, enthülsen	1211.0		3308	STRIKE (SOMEONE)
schleichen	1647.0	derived word	3215	CREEP
den Kopf hängen lassen,  schleichen	1756.0		3215	CREEP
schleichen,  sich versteckt halten	1793.0	derived word	3215	CREEP
Schuppen,  〈zur Benennung versch Wirtschaftsgebäude〉	1631.0	loan	266	SCALE
unsicher sein, zweifeln,  sich beklagen	1586.0	derived word	3536	DOUBT (SOMETHING)
Geizhals,  geizig	1604.0	uncertain	1774	STINGY
verdächtige Vorgeschichte, erschwerender Umstand,  Reihe, Zeile, Menge,  Lauf der Dinge, Lage, Schicksal,  Abfolge,  Häuserreihe, Gasse,  Klasse, Gattung,  Geschoß 〈Bauwesen〉,  Reihe 〈Math〉,  Schaumperle,  Scharte, Grat,  Musterung 〈Milit〉,  eine lange Geschichte, verwickelter Fall, Übel,  zwei versponnene Fäden,  dubiös, unredlich,  an der Reihe befindlich, anstehend,  angereiht, eine Reihe bildend,  aufzählen,  einsetzen 〈(in ein Amt〉,  einreihen, einstufen,  zum Militärdienst einziehen,  rollen	1525.0		2987	AMOUNT
umrühren,  spinnen, zwirnen,  falten, runzeln	1600.0		121	SPIN
Loswürfel, Losstäbchen, Losen,  Schicksal, Fátum,  losen	1512.0	Latin	1688	FATE
mager 〈Boden〉, kümmerlich 〈Bewuchs〉,  mager 〈Lebewesen, Körperteil〉,  armselig, dürftig,  fettarm,  unbedeutend, geringwertig, dürftig,  dünn, flach,  〈als Name einer Art Speise〉,  Mageres	1473.0	Proto-Finno-Ugric	1633	FLAT
Bier,  Bierstube	1392.0	Wanderwort	1639	BEER
Mastvieh,  Mast,  Viehweide,  Mast- 〈zB Mastvieh, -ochse〉	1661.0		184	MAST
Mähne,  obere Flosse,  dichtes, langes Haar,	1545.0	derived word	1918	MANE
finster,  verblendet, wirr,  böse, böswillig,  unaufgehellt bleibend, dunkel, ungeklärt,  dunkel,  betrübt, zornig,  finster, unaufgeklärt 〈Zeit〉,  Dunkelheit, Finsternis 〈Tageszeit, Ort〉,  Verborgenheit,   Verlies,  Dunkles, dunkler Teil von etw,  zum Bösewicht werden,  dunkel 〈auch abstr〉,  zum Bösewicht machen	1211.0	Proto-Ugric	706	DARK
Flechtwerk 〈Zaun, Wand〉,  Umfassung, Rand,  lebende Hecke,  mit einer Hecke einfrieden	1219.0	derived word	2989	FRINGE
Spargel 	1525.0	Italian	2605	ASPARAGUS
Speckstreifen, womit das Fleisch vor dem Braten durchzogen wird,  Spickung,  mit Speckstreifen gespicktes Fleisch,  Schnüre des Wurfnetzes,  kleines, spitzes Holzstängelchen,  spicken, füllen,   mit Speckstreifen, Krautwerk durchziehen,  durchstechen, durchbohren	1544.0	loan	2006	FILL
erforschen, anschauen,  grübeln, spitzfindig handeln,  spekulieren 〈auf etw rechnen〉, riskante Geschäfte machen	1693.0		1819	LOOK
Spinat	1500.0	Wanderwort	975	SPINACH
Wirtin eines Cafes, einer Schenke usw, Inhaberin eines Bordells, eines Geschäfts,  Mietfrau, Hökerin,   Weib	1911.0	derived word	962	WOMAN
Lebenselement,  destillat, Weingeist, technisch hergestellter Äthylalkohol,  Lufthauch,  Geist, Genius	1562.0	Latin	53	SPIRIT
kühl, abweisend 〈Person〉,  steif, spröde, zerbrechlich 〈Material〉	1932.0	loan	2483	COLD (OF WEATHER)
Gassenjunge, kleiner Gauner,  Junge, Kerl	1888.0	German	1366	BOY
Anhalteort, Rastort,  Quartier, Aufenthaltsort,  Stellung, Amt,  Wegstrecke 〈zwischen zwei Stationen〉, Meile,  Station eines Kreuzweges	1620.0	Latin	2430	OFFICE
Stellung, Amt,  Chorgestühl, Chorherrenstuhl,  Pfründe	1865.0	Latin	2430	OFFICE
jmdn in den Besitz  einsetzen, jmdn belehnen,   stellen,  ein Exempel statuieren	1562.0	Latin	3833	PUT (IN A STANDING POSITION)
Zustand, Position,  Stand 〈ständisch aufgebauten Gesellschaft〉,  Staat,  Bezirk, katholische Kirchenprovinz in Siebenbürgen,  Körperschaft, Personalbestand,  Planstelle, öffentliche Anstellung	1572.0	Latin	2955	STATE (POLITICS)
Regal, Gestell	1774.0	loan	745	SHELF
Stützpfahl, Stützbalken,  Druckstock, Klischee 〈in der Buchdruckerei〉, Patrize 〈in der Buchdruckerei〉,  Siegel, Marke, Zeichen,  Stempel als Druckgerät, Stempel als Teil versch Prägevorrichtungen	1553.0	loan	1720	SIGN
Gebührenmarke bzw die Gebühr selbst, Briefmarke,  Siegel, Stempel, Zeichen, Stempel als Druckgerät,  Stütze, Stützbalken 〈im Bergbau〉	1848.0	German	2994	SUPPORT (OF OBJECT)
 Schwindel, List, Streich,  abenteuerliches Bravourstück,  Verbrechen, Delikt 〈in der Gaunerspr〉	1871.0	loan	1066	CRIME
stehenbleiben,   abstoppen,  besetzen,  festsetzen,  mit Stoppuhr messen,   anhalten	1882.0		2880	HALT (STOP)
See-, Meeresufer,  Strandbad	1904.0	German	624	LAKE
Wache,  Wächter	1296.0	Slavic	1940	GUARD
Strumpf	1620.0		329	STOCKING
Muff 〈Kleidungsstück〉,  Halbhanchuh, Pulswärmer,  Wein-, Bierglas	1612.0	loan	1524	WINE
Arbeitszimmer, Atelier,  Aufnahmeraum 〈Radio, Fernsehen, Film〉	1877.0	international word	3136	WATCH (TV)
Studium, Studieren	1712.0		1929	STUDY
Winterrock, Pelzmantel,  Fell, Pelz,  Rekrut	1290.0	Wanderwort	580	FUR
entfliehen, verschwinden,  schleichen, schlüpfen,  huschen	1621.0		485	DISAPPEAR
rauschend, scharf 〈Gerte〉,  lang, gerade,  schlank, hoch,  Sonnenstrahl,  Schwippe,  aufstrebender, gerader Teil eines Baumes, eines Busches,  Brunnenstange	1545.0	derived word	1203	LONG
Schuppen	1924.0	loan	266	SCALE
sausen, brausen 〈schnell fließendes Wasser, Wind〉, rauschen 〈Wald〉,  eingeben, suggerieren,  flüstern,  verraten, angeben,  schwirren, surren,  jmdm etw entlocken,  Treibholz, das in den Flußbiegungen ans Land gespült wird,  Souffleur,  Denunziant, Angeber	1300.0	onomatopoetic	2863	DASH (OF VEHICLE)
schlank,  biegsam, elastisch,  gerade,  das Beste,  Strahl der Vogelfeder,  Strahl,  hochragender, geradliniger Ast,  Halbmesser, Radius,  Schwippe,  langes Schwanzhaar des Pferdes od des Rindes,  ausstrahlen 〈Licht, Wärme〉,  senden 〈Rundfunk, Fernsehen〉,  Strahlen aussenden 〈auch abstr〉, in Strahlen hervortreten	1479.0	derived word	1404	STRAIGHT
schweizerisch,  schlank,  Leibgardist, Türhüter,  Schweizer,  junger Bursche, Bengel	1491.0	loan	1400	THIN (SLIM)
schwirren, sausen,  flüstern, summen,  zischen, kochen,  rauschen, brausen,  flink, rührig vonstatten gehen 〈Arbeit〉	1565.0		2876	ROAR (OF SEA)
schlagen 〈mit einem Stock, mit einer Peitsche usw〉,  strafen,  werfen, schleudern, irgendwohin schmettern,  heimsuchen,  einschlagen, treffen 〈Blitz〉,  niederschlagen, deprimieren,  auskehren,  Schlag,  Streifen,  Verschnürung	1465.0	internal	1456	THROW
Art Längenmaß, Fuß	1743.0	loan	1301	FOOT
Tal,  gewunden, schlängelig	1061.0	derived word	921	VALLEY
Wichtigkeit, Bedeutung,  Beschwerer,  Schwere,  Gewicht,  Last,  Metallgegenstand von genau bestimmter Masse zum Gewichtmessen,  Hantel,  schwer,  in die Balance! 〈als Komman-dow〉	1372.0	unknown	1210	HEAVY
albern, dumm,  hinterlistig	1832.0		1518	STUPID
Menge,  Geldbetrag,  Zusammenfassung, das Wesentliche,  landwirtschaftliche Saisonarbeit,  summieren,  summarisch, pauschal,  Hofgänger, Deputatarbeiter	1519.0	Latin	2987	AMOUNT
gewisser Teil der Soldatenrüstung,  Gürtel,  Art Frauenunterkleid,  Schürze	1494.0	loan	772	BELT
wachsend, sprießend, jung,  schlank, jung 〈Person, Baum〉,  junger Trieb, Sproß,  Gesträuch,  Unkraut,  Jungwald	1565.0	derived word	1207	YOUNG
Kind, Junge, Flegel,  primitiver Kerl, Lümmel	1897.0	unknown	2099	CHILD
schmutzig, zerlumpt,  faul, träge,  aus dem Magen übel riechend,  furchtsames Kind	1613.0	uncertain	1230	DIRTY
flüstern,  leise sausen,  hinterlistig verleumden,  flüstern	1527.0		55	WHISPER
verstümmelt, kurz, geschnitten,  hornlos, geweihlos,  unbeholfen,  dumm, einfältig,  weiblich 〈Hirsch, Reh〉,  schwanzlos,  linkshändig,  auf einem Ohr taub,  Geiß, Ricke,  Stumpf,  linke Hand	1468.0	Wanderwort	1645	SHORT
flüstern	1577.0	onomatopoetic	55	WHISPER
schleichen, schlüpfen,  einen rauschenden Ton geben	1844.0		3116	HATCH (OUT)
schlagen,  sich lockern, sich lösen,  rutschen,  einstürzen, niedergehen,  irgendwohin, in einen Zustand geraten,  sich ausschälen, sich abschälen,  fallen,  schnell vorangehen 〈Arbeit〉,  verrecken,  heranwachsen,  herabfliegen,  weghuschen,  sich abschürfen, sich abziehen,  Schläge, Prügel	1568.0		1280	FALL
Barsch,  Art Kriegsgerät	1199.0	unknown	2966	PERCH (FISH)
taub, schwerhörig,  geräuschlos,  bar einer wichtigen Eigenschaft, charakterisiert durch das Fehlen von etw,  indolent,  ohne Glockengeläut 〈Karwoche〉,  dumpf 〈Schall〉, von schlechter Akustik 〈Raum〉,  eitel, gehaltlos 〈Gerede〉,  dumm, ungeschickt,  tauber Mensch	1198.0		1518	STUPID
Igel,  stachelige Frucht	1079.0	Proto-Finno-Ugric	1797	HEDGEHOG
ungehobelt 〈Mensch〉,  einfältig, blöinnig,unbeholfen,  hartnäckig,  taub	1792.0	internal	996	DEAF
braten, backen 〈trans〉,  brennen, scheinen 〈zB Sonne〉,  brandmarken,  Brand 〈Pflanzenkrankheit〉 verursachen, brennend schmerzen 〈Frost〉,  abfeuern 〈Waffe〉,  niederschlagen〈 Augen〉, senken 〈Kopf, Ohren〉,  loslassen, an den Mann bringen,  steckenbleiben machen, bloßstellen,  ungeschickt abfassen, holperige Verse machen,  schlagen,  die Haare brennen,  Bäcker,  Bratpfanne,  Backofen,  röhre,  Backwer,  braten, backen,  sich sonnen,  Gebäck	1343.0		1428	BURNING
schrillen, heulen, kreischen 〈Person〉,  heulen, brausen 〈Wind〉,  pfeifen,  zischen 〈Schlange〉,  über jmdn spötteln,  sausen 〈Ohr〉,  schrillen 〈Musikinstrument〉,  schreien 〈Vogel〉,  keuchen, röcheln 〈Person〉,  Pfeife, Blockflöte,  Gimpel 〈Vogel〉	1061.0		1025	WHISTLE
Schwabe,  Deutscher,  Ungarndeutscher,  Küchenschabe,  Wallfahrer, Pilger,  schwäbisch bzw deutsch	1294.0	loan	1575	COCKROACH
Küchenschabe, Kakerlak	1795.0	compound	1575	COCKROACH
bestimmen, anordnen,  zuschneiden,  zusammenfügen,  etw od sich nach etw richten,  schlagen, prügeln,  schneiden,  Schneider,  Regel, Vorschrift, Struktur	1211.0	unknown	1432	CUT
frei,  erlaubt,  herein!,  Freiheit, Privileg,  das Freie,  Freiheit,  freie Zeit,  Urlaub,  Freikommen	1237.0		2316	FREE
Freigelassener,  Freigeborener, Bürger,  Eilbote,  Gefreiter,  frei, befreit,  ausgelassen, zuchtlos,  erlaubt,  freisinnig,  mit Freibrief beschenkt	1469.0	derived word	2316	FREE
Saft, Bratensoße,  reich an Saft,  derb 〈haupts Witze〉	1671.0	loan	345	SAP
Geruch,  riechen 〈trans〉,  ahnen,  schnüffeln	1372.0	Proto-Uralic	3704	ODOR (SMELL)
rennen, rasen,  streifend durchlaufen 〈großes Gebiet, lange Entfernung〉,  ein Pferd laufen lassen,  Kurier	1415.0	Proto-Ugric	1519	RUN
Mund, Maul, Lippen,  Öffnung, Mundung, Eingang,  Flußmündung,  irgendwelchen Mund habend,  großmutig	1372.0	Proto-Uralic	674	MOUTH
Hure	1435.0	unknown	1610	PROSTITUTE
Teil,  Gegend, Region,  Stückchen, Teilchen,  Abschnitt, Paragraph,  Seite,  Einschnitt, Kerbe 〈am Radreifen〉,  während	1405.0	Proto-Finno-Ugric	2980	AREA
Koch,  Schürze,  Schürze, szakács,	1138.0		2046	APRON
fallen, stürzen,  zerreißen 〈intrans〉,  sich entzweien 〈Gemeinschaft〉,  zerbrechen 〈intrans〉,  sich absondern, sich trennen,  sich teilen 〈Fluß〉,  es gießt, es regnet in Strömen,  entstammen,  aufhören, enden,  münden 〈Fluß〉,  jmdm zufallen,   geraten, verschlagen werden,  Bergsturz,  Riß,  Abgrund,  Abtrünniger, Separatist,  aus voller Kehle	1055.0		1280	FALL
zerfressen, verätzen,  reißen 〈trans〉,  entzweien 〈Gemeinschaft〉, absondern, teilen,  ein Ende machen, unterbrechen,  pflücken 〈Obst, Blume〉,  〈Brotteig〉 auswirken,  nehmen,  hinrichten,  erübrigen 〈Zeit〉,  Backkorb, szakított, tépett,  ganz ähnlich	1416.0		1749	TAKE
krank, kraftlos werden	1519.0		1847	SICK
Bart,  〈zur Benennung versch Pflanzen〉,  Fleischlappen am Hühnerschnabel, Wamme,  aus dem Stiel od Heft herausstehender Werkzeugteil,  Wildling der Wurzel,  Schweif des Kometen,  Moos,  Bart, Fadenschopf 〈bei Pflanzen〉,  Tabakschmutz an der Meerschaumpfeife,  Wallbüchse 〈Art Kanone〉	1086.0	Turkic	678	BEARD
Teil, Abschnitt,  Schober,  Phase, Zeitabschnitt,  Gebäudeteil,  Paragraph,  Zug 〈Milit〉,  Garnbündel,  Wagenabteil,  Strecke, Streckenkarte	1423.0	derived word	779	PART
