form	sense	year	origin	Loan	Concepticon_ID	Concepticon_Gloss
tép	 raufen, zausen, reißen, pflücken,  abschneiden,  besiegen, zugrunde richten,  zupfen,  rupfen,  in Stücke reißen,  plagen, martern	1274.0	unknown	False	2148.0	PICK
teper	 niederwerfen,  winden, drehen,  für sich erlangen,  treten 〈Weintrauben im Tretfaß〉	1742.0	paronymy	False	1445.0	TURN (SOMETHING)
tér¹	 gehen, kommen,  umschwenken,  neue Gewohnheit annehmen,  sich bekehren,  in sich gehen,  sich an jmdn wenden,  zurückfallen, rückvergütet werden,  von etw ablassen,  zu sich kommen, zur Vernunft kommen,  zur Sache  kommen,  nachlassen (〈Emotion〉, vergehen 〈Krankheit〉,  von etw verschieden sein	1372.0	Proto-Ugric	False	1446.0	COME
tér³	 Ebene,  freie, ungedeckte Fläche,  Zwischenraum, freies, weites Feld,  Strecke, bahn,  Raum 〈drei Dimension〉,  abgesonderter Platz,  geometrische Flächenfigur,  Breite,  öffentlicher Platz,  Tätigkeitsfeld, Spielraum,  Innenraum,  Schauplatz,  weitausgedehnt 〈Feld, Ebene, Meer〉,  eben 〈Boden〉,  breit	1365.0		False	652.0	PLAIN
térd	 Knie, knienaher Schenkelteil,  Halmknoten,  das Knie bedekkender Teil der Hose	1372.0	Chuvash	True	1371.0	KNEE
terebély	 dicht belaubt, sperrig,  wohlbeleibt,  Laubwerk,  Umfang, Größe	1720.0		False	2845.0	SIZE (OF OBJECT)
téreget	 treiben,  drehen,  bekehren 	1550.0		False	2868.0	DRIVE (CATTLE)
terepes	 ausgebreitet, ausgedehnt, dick, stämmig	1750.0		False	1244.0	THICK
tergenye	 Gepäck, Bündel, Last, Fracht,  Sattel des Packesels, gegabelter Stock zum Lastentragen	1708.0	unknown	False	1679.0	LOAD
terít	 ausbreiten, bedecken,  niederfallen, sich hinwerfen,  ausbreiten, ausstrecken, starr aushalten,  jmdn zu Boden werfen, strecken, umfallen,  zer-, ausstreuen,  den Tisch decken,  das Wild zur Strecke bringen, den Gegner umlegen,  Spielkarte aufdecken,  Hülle, Decke, aki valamit leterít,  Decke	1372.0		False	761.0	COVER
térít	 zurücktreiben 〈Tier〉,   lenken,  sich zu jmdm wenden,  vergüten,  bekehren,  abwendig machen, von etw abbringen,  ablenken,  verändern,  jmdn zu Verstand bzw zur Besinnung bringen	1470.0		False	741.0	DRIVE
terjed	 sich weit strecken, starr ausgestreckt sein 〈Körperteil〉,  sich verbreiten,  sich vermehren, anwachsen,  um sich greifen 〈abstr〉,  sich überheben, hohe Ziele verfolgen,  sich zerstreuen,  sich verbreiten 〈Geruch, Rauch usw〉,  ruchbar werden,  sich dehnen,  herabfallen, sinken,  zerfallen,  jmdm unterbreitet werden,  reichen, dauern, währen	1372.0		False	1088.0	SINK (DESCEND)
természet	 Eigenschaft, Beschaffenheit,  Geschöpf, Produkt, Frucht,  Natur,  Genitale,  der menschliche Organismus,  Menstruation,  Erregung, Heftigkeit,  Sperma,  in natura, in Form von Naturalleistungen, in Waren	1372.0	derived word	False	1507.0	FRUIT
termet	 Gestalt, Wuchs,  Frucht, Ertrag, Geschöpf,  Eigenschaft, Beschaffenheit	1416.0	derived word	False	1507.0	FRUIT
terminus	 anberaumter Gerichtstag, festgesetzter Zeitpunkt,  Grenze, Mark,  Definition, Fachausdruck	1548.0	Latin	True	2546.0	BORDER
test	 Körper der Lebewesen,  Substanz, Hauptteil,  Schamteile,  Körper 〈in der Math und Phys〉,  Körperteil,  Körperschaft, Armeekorps,  beleibt	1470.0	unknown	False	2213.0	BODY PART
tészta	 Sauerteig,  zähe Masse, haupts Teig,  Backwerk bzw Mehlspeise,  Lüge, Irreführung	1430.0	Slavic	True	2826.0	LIE (FALSEHOOD)
tesztemény†	 tuch	1510.0	Ottoman-Turkic	True	3066.0	SCARF OR TURBAN
tetem	 Knochen eines Lebewesens,  Gebeine, Leiche,  Knochen 〈als Material〉,  Glied, Körperteil, Körper,  regelwidriger Knochenauswuchs	1211.0	Proto-Finno-Ugric	False	1480.0	BODY
tetemes	 knochig, grobbeinig,  beinern, mit Bein geschmückt,  augenfällig 〈Lüge, Sünde〉,  bedeutend, erheblich,  wohlbeleibt, dick, groß, sperrig,  schwer schuldig	1395.0	derived word	False	1202.0	BIG
tetik†	 deutlich sein, werden,  sichtbar werden, aussehen wie ...,  der Meinung sein,  Lust haben, etw zu tun,  Tag werden,  gefallen,  sichtbar,  hochgewachsen	1372.0		False	1990.0	BECOME
teve	 Kamel	1395.0	Turkic	True	1871.0	CAMEL
textil	 Stoff, Gewebe, Textilwaren	1918.0	internal	False	1616.0	CLOTH
ti	 ihr,  euer	1372.0		False	1213.0	YOU
tífusz	 Fieber, Krankheit mit Sinnestäuschungen,  Bauchtyphus, Flecktyphus	1818.0	international word	True	1534.0	FEVER
tigris	 Tiger	1527.0	Latin	True	846.0	TIGER
tikkad	 ermatten, erschlaffen,  nachlassen,  austrocknen, verdorren 〈Pflanze〉,  ersticken	1550.0		False	129.0	CHOKE
tipli	  Loch,  Dübel,  Beule	1763.0	loan	True	1667.0	HOLE
tipp	 Voraussage des wahrscheinlichen Ergebnisses eines Wettkampfes,  Einfall, Gedanke	1888.0		False	2975.0	THOUGHT
típus	 Urbild,  Type, Letter,  Presse, Druckerei,  Art, Eigenart, Typ als Grundform	1563.0		False	844.0	KIND (THING)
tiszt	 Ehre, Würde,  Pflicht, Amt, Beruf,  Beamter,  höherer Uniformierter, bes Offizier,  Schachfigur, außer Bauer,  verehren,  verleumdet,  verleumden,  verklärt werden	1875.0	Slavic	True	2430.0	OFFICE
tiszta	 keusch,  rein, sauber,  aufrichtig, unschuldig,  frisch 〈Wäsche〉,  durchsichtig, klar,  unvermischt, bloß, lauter,  schuldenfrei,  klar, heiter,  fehlerlos 〈SprGebrauch〉,  Lichtung,  reine, keusche, unschuldige Person,  reine Wäsche,  Reinheit, das Reine,  der reine Teil von etw,  Weizen,  unschuldig,  rein werden,  sich fortmachen,  Reinwerden, Abführung,  Lichtung,  Reinschrift	1314.0	Slavic	True	704.0	CLEAN
tisztel	 ehren,  ehrwürdig,  katholischer Geistlicher,  ehrwürdig,  protestantischer Geistlicher	1372.0	uncertain	False	3628.0	HONOR (SOMEBODY)
tíz	 zehn,  milit Einheit von zehn Mann,  aus zehn Einheiten bestehend,  Zehner 〈Geld〉,  zehnte,  Zehent 〈Abgabe〉,  Zehntel,  milit Einheit von zehn Mann,  Stadtteil,  Korporal,  aus einem Zehntel bestehend,  durch Zehnerpotenzen teilbar	1211.0	Iranian	True	1515.0	TEN
toalett	 Gesellschaftskleid für Damen,  Putztisch,   Kleidung, Kosmetik,  Toilettenutensilien,  Toilettenzimmer, Waschraum,  Abort	1748.0	international word	True	1895.0	CLOTHES
tohonya	 faul, träge,  plump, groß	1795.0	internal	False	1202.0	BIG
tojik	 Eierlegen 〈Vogel〉,  zur Welt bringen,  Eier legen 〈Insekt〉,  den Darm entleeren,  Legenest,  Legehenne,  Eierlegen,  Ei	1536.0	uncertain	False	744.0	EGG
tok²	 Futteral, Kapsel,  Pferdegeschirr,  Fruchtkapsel,  Schleiße,  Fenster-, Türstock,  angeschirrt 〈Pferd〉,  deutscher Soldat,  Futteral 〈für Haarknoten〉,  Behälter für einen Wetzstein,  Spannfutter an Maschinen	1138.0	unknown	False	1375.0	WINDOW
tóka²	 ente	1807.0	derived word	False	1360.0	DUCK
tokány	 Art Schmorfleisch,  Wurst,  Polenta, Brei,  getrocknetes Schaffleisch	1759.0	Romanian	True	3651.0	MUSH (FOOD)
toklász	 Roggentrespe, Schwindelhafer usw,  leere Kornähre,  Schleiße, Kiel,  Spelze mit der Granne,  in der Spelze gebliebenes Getreidekorn: Ausschuß, Brack von Weizen, Roggen,  Gräte	1402.0		False	3799.0	FISHBONE
tol	 schieben, rücken,  stoßen,  abwälzen,  verschieben,  jmdm übel mitspielen,  schieben, rücken,  Schübling	1456.0	unknown	False	1291.0	BACK
tolvaj	 Dieb,  diebisch,  schädlich,  Diebchen	1138.0	uncertain	False	1160.0	THIEF
tomb¹	 Art Maß,  Stütze, Klotz	1364.0		False	2994.0	SUPPORT (OF OBJECT)
tombol	 springen, zechen,  stampfen 〈Tier, haupts Pferd〉,  sehr laut tönen 〈zb Trommel〉,  wüten 〈zerstörende Natur- od soziale Erscheinung〉,  toben 〈Person〉	1400.0		False	1829.0	JUMP
tompa	 dumpf, klanglos 〈Stimme〉,  stumpf 〈nicht scharf, nicht gespitzt〉,  stumpfsinnig,  gleichgültig,  dumpf 〈Schmerz〉,  stumpf, matt	1202.0	Slavic	True	379.0	BLUNT
tompor	 Hüfte, Kreuz,  gewölbter Teil des Schenkels zwischen Hüftbein und Sitzbein, 	1519.0	derived word	False	1745.0	HIP
tónus	 Ton, Klang,  Art, Gehabe, Ton,  Betonung,  Anspannung 〈Med〉,  Farbton	1708.0	Latin	True	844.0	KIND (THING)
topnsz	 Keule eines Tieres,  Tritt,  Fußstapfen,  Fuß, der untere Teil des Fußes	1211.0		False	1301.0	FOOT
topán	 Schuh, Halbstiefel, Schnürstiefel	1454.0		False	1381.0	SHOE
toportyánféreg	 Bär,  Wolf	1747.0	compound	False	1820.0	BEAR
toporzékol	 pochen, springen,  tanzen, tänzeln,  stampfen 〈haupts vor Wut od Ungeduld〉	1645.0	derived word	False	1879.0	DANCE
torbágy†	 Hügel	1200.0	unknown	False	614.0	HILL
torha	 weich, schlaff,  morsch, bröckelig, zerbrechlich	1694.0		False	1856.0	SOFT
torlaszt	 stauen,  an-, zusammenhäufen,  Barrikaden bauen, aufstauen	1831.0		False	1461.0	AT
torló†	 Knecht, der aus Dank für seine Freilassung nach dem Tod seines Herren der Kirche gewisse Dienste leistet	1277.0	derived word	False	812.0	SLAVE
torongy	 Feigwarze,  Eingeweide, Gedärme,  Kind, Fratz,  Nabelschnur des Kükens bzw an dem aus dem Ei schlüpfenden Küken haftende Eierschale,  aus der Hose hinten heraushängendes Kinderhemd,  Fett unter dem Bauch der Gans	1585.0	Slavic	True	2099.0	CHILD
torpad	 einsinken,  ankleben,  plötzlich aufhören, stocken	1577.0		False	254.0	STICKING
torzsalkodik	 streiten, zanken	1628.0	derived word	False	3302.0	QUARREL (VERB)
tosz	 stecken, stellen, legen,  schieben, stoßen,  etw anderen auferlegen,  mit jmdm geschlechtlich verkehren	1293.0	unknown	False	1452.0	PUSH
tott†	 wahrlich, ja,  damals	1416.0	lexicalized inflected word-form	False	1268.0	YES
totyakos	 schwerfällig, träge,  dickleibig, mit großem Gesäß 〈Person〉,  von verwahrlostem Aussehen	1799.0		False	1564.0	LAZY
tova	 hin und her, dahin und dorthin,  von dieser Zeit an,  fort, hinweg,  fern,  weiterhin, in der Zukunft,  ungefähr, etwa	1372.0	lexicalized inflected word-form	False	1406.0	FAR
több	 mehr,  mehrere, etliche,  älter,  übrig, ander,  etwas Höheres, Wichtigeres,  größeres Vermögen,  mehren,  das Übrige, die Übrigen	1372.0	lexicalized inflected word-form	False	1992.0	MORE
tőgy	 Euter,  Vorsprung, Bauchung	1554.0	Proto-Finno-Ugric	False	154.0	UDDER
tök	 Kürbis,  Hodensack mit den Hoden,  Blase, Lederbeutel,  Dummkopf,  Schellen als Farbe im ungarischen und im deutschen Kartenspiel,  einen Kürbis betreffend od den Hodensack betreffend 〈haupts Hodenbruch habend〉,  einen Kürbis betreffend,  den Hodensack betreffend 〈haupts Hodenbruch habend〉	1138.0	Slavic	True	864.0	PUMPKIN
tőke	 stock,  Hauklotz, Block, Hackklotz,  Weinstock,  Stamm, Stock,  Bienenkorb,  grober Kerl,  Tierschar, Trupp,  Wortstamm, Kapital, Vermögen,  Masse,  Kapitalismus,  Stockente,  klotzig,  Kapitalist	1293.0	derived word	False	1295.0	STICK
tökkelütött	 -dumm	1724.0	compound	False	1518.0	STUPID
tőle	 von 〈haupts bei passiven Verben〉,  von,  als er 〈vergleichend〉,  seitens, von,  mit ihm,  durch,  wegen,  rechts! 〈als Treibew〉,  von jmdm aus,  von, aus	1372.0	lexicalized inflected word-form	False	2918.0	BECAUSE OF
tölgy	 Eiche	1181.0		False	644.0	OAK
tölt	 Damm aufschütten,  mit Erde, Kies beschütten,  füllen,  erfüllen,  ein Gewehr laden,  gießen,   aufwenden, zubringen,  füllen, farcieren,  Rache, Zorn auslassen, Freude an etw haben,  ergänzen, vervollständigen,  Elektrizität akkumulieren, laden,  Damm, Deich,  Wasseruhr,  Erfüllung,  Damm, Deich,  Wein zum Auffüllen eines Fasses,  Füllung für Geflügel, Pasteten usw	1358.0	derived word	False	3078.0	IRRIGATE
töm	 stopfen, vollpropfen,  zerstampfen,  begraben,  jmdm etw einpauken,  stopfen 〈Ente, Gans〉,  jmdn mit Geld vollstopfen,  sich stopfen,  steckenbleiben, festsitzen	1138.0	Proto-Finno-Ugric	False	1719.0	BURY
tömb	 Gruppe, Haufen,  Menschengruppe, Menge,  Block, Massiv,  Papierblock, Aktenmappe,  Häuserblock	1831.0		False	2987.0	AMOUNT
tömeg	 Masse irgendeiner Materie, stoffliches Ganzes eines Gegenstandes,  Menschenmenge,  Gruppe, Haufen,  Mehrheit der Gesellschaft, Durchschnittsmenschen,  fester, beständiger Gegenstand,  Vermögensmasse,  kauernde Gestalt,  Block,  Hauptmasse 〈Milit〉,  ein größeres Bodenstück erfassend,  massenhaft	1828.0	internal	False	2984.0	HEAP
töméntelen	 sehr,  zahlreich,  sehr groß,  unzählig	1602.0	uncertain	False	1311.0	VERY
tömény	 zehntausend, sehr viel,  Heer, Heereseinheit,  Art Salzmaß,  Zehntausender 〈Geld〉,  Kristallblock,  hochprozentiges alkoholisches Getränk,  zahlreich, überfüllt,  sehr viel,  konzentriert, unvermischt,  hundertprozentig, unverfälscht 〈abstr〉	1213.0	Turkic	True	1198.0	MANY
tömérdek	 stämmig, untersetzt,  dicht,  zahlreich, gedrängt,  schwanger,  grob, körnig,  sehr groß, schwer 〈auch abstr〉,  ungehobelt, klotzig,  sehr viel,  Rauminhalt,  Masse eines Gegenstandes, eines Körpers	1355.0	uncertain	False	2239.0	DENSE
tömör	 stämmig, gedrungen,  massiv 〈Material〉,  ernst, gehaltvoll, kurz und bündig, knapp,  massiv, fest 〈Bau〉,  massiert, zusammenhaltend 〈Menschengruppe〉,  konzentriert,  dicht, üppig,  Regiment,  Üppigkeit, üppige Pracht,  Masse	1773.0	internal	False	2239.0	DENSE
tömzsi	 untersetzt, gedrungen, dick	1840.0	internal	False	1244.0	THICK
töpörödik	 zusammenschrumpfen, runzelig werden 〈Haut, Körperteil, Person〉,  verdorren 〈Obst〉,  weniger werden	1456.0		False	2213.0	BODY PART
töpped	 verdorren 〈Obst〉,  runzelig werden 〈Haut〉,  trocknen, verschmachten,  klebenbleiben	1763.0	internal	False	1786.0	DRY UP
töpörtyű	 Reisig,  niederstämmige Person, bes Kind von kleinem Wuchs,  Span, Splitter,  Bodensatz,Abfall,  Speckgriebe,  Runzel,  Pustel an der Lippe,  verhutzelt, klein,  runzelig	1395.0	derived word	False	1246.0	SMALL
tör	 brechen 〈trans〉,  schlagen,  bändigen, bestrafen,   verletzen,  jmdn anfallen,  martern,   bahnen,  turnieren,  sich bemühen,  irgendwohin streben,  sich den Kopfzerbrechen,  reiben,  radebrechen,  brechen, teilen 〈Math〉,  die Hände ringen,  Peinigung,  qualvoll,  Qual, Pein,  jmdn brechen,  bruch,  brechen 〈intrans〉,  sich wundreiben, schwielig werde,  brechen lassen,  Einbrecher	1372.0	unknown	False	1449.0	RUB
tőr¹	 Dolch 〈auch abstr, als Symbol des Leides〉,  Ahle,  Florett,  Marlpfriem,  Mörder	1138.0	Proto-Finno-Ugric	False	3871.0	MURDERER
tőr²	 Schlinge, Falle 〈auch abstr〉	1138.0	uncertain	False	2604.0	NOOSE
törlejt†	 schaffen, verfassen,  mit Schleifen formen, schnitzen, bearbeiten,  einen Kampf führen,  geschnitztes Bildwerk, Götzenbild,  Bildhauer-, Töpferwerkstatt,  Töpfer	1372.0	derived word	False	228.0	CARVE
történik	 geschehen, sich ereignen,  Zufall,  Ereignis,  Geschichte als Unterrichtsfach	1372.0	unknown	False	248.0	HAPPEN
törtet	  radebrechen,  drängen,  brechen,  Bahn brechen,  die Hände ringen,   streben, ein Streber sein	1773.0	derived word	False	680.0	BREAK (DESTROY OR GET DESTROYED)
törvény	 Gesetz, Rechtsgewohnheit, Sittengesetz,  Gericht,  Gesetzmäßigkeit, gesetz,  rechtmäßig	1372.0	unknown	False	1062.0	LAW
törzsök	 Baumstamm, Klotz,  Rumpf,  Volksstamm, Sippe,  Stammvater,  dicker Pflanzenstengel,  Ursprung,  Wortstamm, Wurzel 〈in der Grammatik〉,  Hauptteil,  klein, gedrungen,  uralt, ursprünglich	1200.0		False	1246.0	SMALL
tövis	 Dorn, Stachel der Pflanze,  stachelige Pflanze, stacheliger Zweig,  Stachel eines Tieres,  Dorn eines Gegenstandes,  Dorn im Auge,  peinliche Sorge, bleibende Beleidigung	1135.0	derived word	False	124.0	THORN
trabális	 grobschlächtig, groß	1761.0	Latin	True	1202.0	BIG
trafikál	 Schacher treiben,  Ränke schmieden, paktieren,  sich unterhalten, plaudern	1795.0	international word	True	2903.0	CHAT (WITH SOMEBODY)
tragacs	 Schubkarren,  alter, schlechter Wagen. Karrete	1876.0		False	1789.0	AGE
tragédia	 Trauerspiel, Tragödie,  Unglück	1558.0	Latin	True	56.0	BAD LUCK
trampli	 Trampel,  plumper, breiter Fuß,  träge, plump,  ungeschlacht, derb	1851.0	loan	True	1564.0	LAZY
trappol	 traben, laufen, eilen	1848.0	loan	True	1519.0	RUN
tréfál	 fröhlich stimmen,  scherzen, Spaß machen, Possen treiben,  scherzen	1456.0		False	2760.0	MAKE A JOKE
treffel	  treffen	1835.0		False	1831.0	MEET
trehány	 zerlumpt, lumpig,  schlampig, nachlässig,  niederträchtig,  träge	1867.0	Slovakian	True	1564.0	LAZY
trén	 Zug, militärischer Nachschubzug,  Troß, 	1848.0	loan	True	900.0	TRAIN
trombita	 Horn, Trompete,  Muttertrompete	1416.0		False	1393.0	HORN (ANATOMY)
tuba²	 Taube,  mein Schatz, mein Täubchen 〈als liebkosende Anrede〉	1224.0	uncertain	False	1853.0	DOVE
tubák	 Tabak,  Schnupftabak	1610.0	Wanderwort	True	974.0	TOBACCO
tubus	 Rohr,  Fernrohr,  speicher,  Hörrohr, Sprachrohr,  Tube	1650.0	Latin	True	2956.0	TUBE
tud	 jmdn kennen, von jmdm Kenntnis haben, etw wissen,  können, entschlossen sein,  überzeugt sein, Zuversicht haben, meinen, ahnen,  mit jmdm Geschlechtsverkehr haben,  einrechnen, aufrechnen, aufschreiben,  jmdn um etw bringen, jmdn verjagen,  abrechnen, abtragen, verrichten,  Wissenschaft,  Gelehrter,  gelehrt,  Wissen,  Erkundigung,  überklug,  gelehrt, gelehrsam,  überklug,  Bewußtsein	1138.0	Proto-Uralic	False	972.0	BE ABLE
tukmál	 unterhandeln, vereinbaren,  jmdm etw aufdrängen,  erwerben,  zureden, antreiben	1621.0	Slavic	True	2881.0	URGE (SOMEONE)
túl	 dort, gegenüber,  zu, allzu,  jenseits,  über einen Zeitpunkt hinaus,  hinüber,  außer,  über etw hinaus,  über ein Maß,  jenseitiger Teil,  jenseits	1231.0	lexicalized inflected word-form	False	1937.0	THERE
tulajdon	 eigen, jmdm gehörend,  〈als Verstärkungsw: ich, mein usw selbst〉,  derselbe,  Nächster, Angehöriger,  Eigentum, Besitz,  Eigentümlichkeit,  eigentlich 〈Sinn〉, wirklich, wahr,  persönlich, privat,  eigenartig, individuell,  gewiß,  eigentlich,  nur, allein,  ganz, geradezu,  trennen,  anrechnen, zumuten,  wählerisch,   besitzend,  Eigentümer, Besitzer	1372.0		False	1209.0	I
tulipiros	 Traubensorte,  knallrot,  hoch, sehr gut 〈Laune〉	1818.0	compound	False	1265.0	HIGH
tunya	 träge, plump, untätig, müßig,  feige,  leicht,  töricht, dumm,  molett 〈Weib〉,  faul, träge sein	1381.0	loan	True	1518.0	STUPID
túr¹	 schäumen,  graben, wühlen,  herumwühlen	1510.0	uncertain	False	1418.0	DIG
túr²	 Schwäre, Geschwür, Narbe,  Rotlauf	1152.0	Slovenian	True	1189.0	ULCER
turha	 Popel,  Schleim,  Schlamm	1577.0	unknown	False	640.0	MUD
túró	 Quark,  Käse,  Ausscheidung unter der Vorhaut,  〈als Ausdruck der Verneinung〉	1152.0		False	1569.0	CHEESE
tusa¹	 unteres, dickes Ende 〈eines Eies, Stockes, einer Pflanze, Handfeuerwaffe usw〉,  Strunk 〈einer Pflanze〉, abgekörnter Maiskolben,  stumpf, Holzklotz	1435.0		False	379.0	BLUNT
tusakodik	 kämpfen,  zanken, 	1533.0		False	1423.0	FIGHT
tuszkol	 jmdm etw aufzwingen,  drängen, stoßen	1787.0	derived word	False	1452.0	PUSH
tutyimutyi	 unbeholfen	1824.0	compound	False	3900.0	CLUMSY
tügy	 Kinnlade, Wange,  Fenster-, Türpfosten, -schenkel	1331.0	unknown	False	1730.0	CHEEK
tündér	 Gespenst,  zauberkräftige Person, Fee,  Idee,  bloße Schatten von etw,  feenhaftes Wesen,  lotterhaftes Weib,  Fledermaus,  unbeständig 〈oft pejor〉,  flüchtig,  zauberhaft schön,  Gespenst	1416.0		False	1793.0	BAT
tűnik	 einem in den Sinn kommen, es dünkt einem,  sich verwandeln,  erscheinen, sichtbar werden, auftauchen,  verschwinden, verlorengehen,  hineingelangen,  vergehen, vernichtet werden,  auffallen, sich auszeichnen,  sich in jmdn vernarren,  nichtschauen 〈beim Versteckspiel〉,  Vision,  Anschein,  Erscheinung,  Symptom,  sich zeigend, sich offenbarend,  herausragend,  ausgezeichnet, großartig,  Vorzüglich 〈als Schulnote〉,  Vorzugsschüler	1260.0	unknown	False	1951.0	PASS
tüntet	 verwandeln, umändern,  verschwinden lassen,  erscheinen lassen, einstellen,  in Erinnerung bringen,  vernichten,  bezeigen, an gut sichtbare Stelle auffällig setzen, legen,  auszeichnen, belohnen,  sich hervortun,  demonstrieren,  Aufsehen erregen	1599.0	derived word	False	2071.0	LAY (VERB)
tűr¹	 dulden, ertragen,  jmdn leiden,  geduldig sein,  sich zurückhalten,  schädliche Erscheinungen gelten lasse,  Geduld	1299.0	Chuvash	True	833.0	ENDURE
tűr²	 zusammenfalten, zurollen,  aufstreifen,  Bündel,  sich falten	1525.0	Turkic	True	2943.0	BUNDLE
türkiz	 Türkis	1525.0	Wanderwort	True	3914.0	TURQUOISE
tüske	 Stachel, Dorn einer Pflanze,  Stachelpflanze,  nachteilige Eigenschaft,  Stachel eines Tieres, Gräte,  Stichgerät, stechender, nageiförmiger Teil versch Gerate,  Borste,  Kränkung, bleibende Beleidigung,  Dorn, Stachel	1410.0	derived word	False	3799.0	FISHBONE
tüstént	 sofort, gleich	1645.0	lexicalized inflected word-form	False	2916.0	INSTANTLY (IMMEDIATELY)
tüsszent	 niesen	1590.0		False	1621.0	SNEEZE
tütü	 Trank, Wasser 〈in der Kinderspr〉,  alkoholisches Getränk 〈scherzhaft〉	1713.0	onomatopoetic	False	731.0	BEVERAGE
tűz¹	 stechen,  steppen, nadeln,  mit aufgestecktem Schmuck verzieren,  an-, aufstecken,  zusammenschlagen 〈bauen〉,  aussticken,  auf jmdn, auf etw hinlenken, den Blick auf jmdn, auf etw heften,  mit jmdm in Streit geraten,  stechen, brennen 〈Sonne〉,  sich anklammern, sich an etw stoßen,   setzen,  durchstechen	1508.0	Proto-Ugric	False	571.0	STING
tűz²	 Feuer, Flamme, Glut,  Feuerbrunst,  brennender Schmerz, hohes Fieber, Entzündung,  Heftigkeit, Begeisterung, Schnelligkeit,  Glanz,  Abfeuern von Feuerwaffen 〈auch als Befehl〉, Beschuß aus Feuerwaffen,  hoher Alkoholgehalt,  brennend,  leidenschaftlich, anregend,  heiß werden, heizen,  schießen,  antreiben, aufhetzen,  läufig sein 〈Hündin〉,  Herd, Kamin,  Brennstoff	1372.0		False	221.0	FIRE
uborka	 Gurke	1405.0		False	496.0	CUCUMBER
udvar	 Edelsitz, Wohnsitz des Herrschers,  Hofstaat,  zum Haus gehörender, meistens umschlossener Platz, Hof,  Hof um Sonne und Mond,  Meierhof, Bauernhof,  Verfärbung um etw,  Teil einer Fläche 〈zB Wappenfeld〉,  Fläche, Flächeninhalt,  Teil der Reuse	1075.0		False	4.0	COURTYARD
udvarnok	 Angehöriger eines Gutshofs, Handwerker, Bauer,  Höfling	1075.0		False	979.0	FARMER
ugat	 bellen,  jmdn anfeinden, jmdm Böses nachreden, faseln	1372.0	onomatopoetic	False	1206.0	BARKING
ugrifüles	 überschwenglich,  närrisch, töricht,  vorschnell, fahrig,  zu allem brauchbar,  Springinsfeld,  Hase	1820.0	compound	False	1190.0	HARE
ugrik	 einen Sprung machen,  entfliehen,  springen 〈Funke〉,  austreten 〈aus dem Mönchsorden〉,  bespringen,  auf etw hereinfallen,  einspringen,  sich erzürnen,  anspringen 〈Motor〉,  draufgehen 〈Geld〉,  hüpfen,  sich wichtig machen,  springen lassen,  necken	1548.0	unknown	False	1829.0	JUMP
úgy	 so,  dann,  derart, dermaßen,  wahrlich, ja,  etwa,  ebenso,  solcher	1481.0		False	2336.0	OF THIS KIND (SUCH)
uj†	 Onkel	1347.0	Slavic	True	1327.0	UNCLE
új	 neu, frisch, zeitgemäß,  Neuheit,  Zeitung,  wiederholen,  erneuern,  stehlen,  Erneuerung,  Erneuerer,  als neu,  aufs neue,  neulich, heutzutage,  wieder, aufs neue,  wieder,  nagelneu,  aufs neue, 	1177.0	Proto-Finno-Ugric	False	713.0	STEAL
ujj¹	 Finger, Zehe,  Handfessel,  Fingerbreit 〈Maßeinheit〉,  Hanchuhfinger,  Handfessel,  Fingerchen	1372.0		False	1303.0	FINGER
ujj²	 Ärmel,  Wams	1495.0	uncertain	False	2953.0	SLEEVE
un	 überdrüssig sein, etw satt haben,  belästigen,  unaufhörlich	1350.0	unknown	False	2869.0	BOTHER (HARASS)
undokol†	 verabscheuen, verachten,  Ekel	1405.0		False	2465.0	DISGUST
unikornis	 Einhorn 〈Fabeltier〉, Nashorn,  Einhorn 〈Sternbild〉	1395.0	Latin	True	2591.0	RHINOCEROS
unoka	 Enkel, Enkelin,  Neffe	1209.0	Slavic	True	1619.0	GRANDDAUGHTER
úr	 Besitzer von Macht und Vermögen,  Herrscher, Gebieter,  Gott, Jesus Christus,  Ehegatte,  Macht, herrschende Kraft,  Herr,  Herrschaft,  jmdn als Herrn anerkennen,  beherrschen,  beherrschen,  den Herrn spielen	1002.0	uncertain	False	1846.0	RULE
urna	 Urne, Aschenkrug,  krug, Art Tongeschirr, Töpfergut,  Lostopf,  Wahlurne,  Sammelbüchse	1693.0	Latin	True	270.0	JUG
úszik	 schwimmen,  voll sein, in etw schwimmen 〈abstr〉,  mit etw bedeckt sein,  schweben,  in Schulden geraten, verlorengehen 〈Geld〉	1138.0	Proto-Uralic	False	1439.0	SWIM
út	 Weg, Straße,  Möglichkeit, um etw zu erledigen,  Laufbahn,  Fahrt, Reise,  Anlaß,  Art und Weise, Verfahren,  Gang, Ablauf,  Fahrgast, Reisender	1055.0	Proto-Uralic	False	2252.0	PATH
utal	 〈den Weg〉 durchlegen,  weisen, lenken,  sich auf jmdn od etw berufen,  fahren,  verweisen an jmdn od etw,  auf etw hinweisen, andeuten,  den Weg bereiten,  anweisen,  verschieben,  auf jmdn od etw angewiesen sein	1416.0	derived word	False	741.0	DRIVE
utál	 verabscheuen, es ekelt einem,  verachten, hassen, Abneigung empfinden,  ohne Abscheu, ohne Abneigung	1212.0	uncertain	False	1607.0	HATE
